objid,objtype,u,g,r,i,z,redshift,redshift_err
1237649920581501031,GALAXY,19.00452,17.73026,17.05771,16.67006,16.38223,0.08387312,7.887481e-06
1237649920581501055,STAR,19.33292,18.39384,17.95735,17.81477,17.73218,-0.0002558863,2.394848e-05
1237649920581501102,GALAXY,17.96197,16.22035,15.3502,14.937,14.63634,0.04450553,1.875636e-05
1237649920581566468,STAR,18.61793,17.0867,16.49613,16.29667,16.19749,8.287415e-05,8.991629e-06
1237649920581566523,STAR,16.82774,15.22833,14.62471,14.42294,14.33533,-8.848112e-05,9.128063e-06
1237649920581566544,STAR,17.52274,16.33692,15.91252,15.76278,15.71131,-0.0002085597,9.754789e-06
1237649920581566576,QSO,19.4699,19.1814,19.00222,18.95564,18.80834,0.7756752,0.0002543856
1237649920581632004,STAR,19.15411,18.26819,17.91679,17.77006,17.70353,-0.0008029675,1.524391e-05
1237649920581632017,STAR,17.84819,16.70392,16.29811,16.163,16.11768,-1.694016e-05,8.613041e-06
1237649920581632023,STAR,17.80959,16.25211,15.68744,15.48771,15.39548,-9.03905e-05,9.678136e-06
1237649920581632093,GALAXY,18.30882,16.64071,15.83891,15.43896,15.13814,0.0443321,1.088487e-05
1237649920581632220,QSO,19.48284,19.45996,19.34589,19.00101,18.90805,1.787681,0.0002714423
1237649920581632221,GALAXY,19.26047,18.08954,17.55027,17.17266,17.00647,0.09408768,7.560665e-06
1237649920581697549,STAR,18.37435,17.39331,17.07269,16.94814,16.90235,-0.0001799804,1.146249e-05
1237649920581697557,STAR,17.59772,16.64307,16.26652,16.11256,16.05464,0.0001456285,9.051218e-06
1237649920581697581,STAR,18.2802,17.03287,16.56869,16.39442,16.31188,-0.0003317615,9.389188e-06
1237649920581697600,STAR,19.2341,17.88481,17.27911,17.06669,16.95935,3.073833e-05,7.317306e-06
1237649920581697648,GALAXY,19.03435,17.13458,16.23457,15.82043,15.47583,0.1084218,1.449984e-05
1237649920581763080,STAR,19.55417,18.27439,17.74409,17.58365,17.52024,-0.0001000158,1.263209e-05
1237649920581763127,STAR,17.86656,15.7597,14.92673,14.5839,14.39491,1.991942e-05,6.221424e-06
1237649920581763148,STAR,18.45065,16.32099,15.42577,15.06087,14.8562,0.0001040565,6.85324e-06
1237649920581828658,STAR,17.56245,16.14418,15.58088,15.35227,15.21957,-0.0003473805,1.021274e-05
1237649920581828686,STAR,19.01691,17.50346,16.91702,16.72379,16.60655,-0.0001251799,9.238274e-06
1237649920581828691,STAR,18.65157,16.41511,15.45997,15.11075,14.89036,-8.343266e-05,8.172263e-06
1237649920581828717,STAR,18.99866,18.074,17.70748,17.55678,17.47039,-0.0006085695,1.477411e-05
1237649920581828765,STAR,18.65213,17.35532,16.77671,16.54009,16.38694,-0.0005773878,1.320675e-05
1237649920581828771,STAR,17.91379,16.53745,15.97136,15.7787,15.67052,0.0001475381,9.090245e-06
1237649920581828837,GALAXY,18.49714,16.53755,15.56929,15.104,14.73937,0.06977802,1.169528e-05
1237649920581894212,STAR,18.71259,17.73948,17.35056,17.1902,17.09921,-0.0002668362,7.967092e-06
1237649920581894289,STAR,19.37628,18.10181,17.61483,17.43613,17.31134,0.0001098057,1.298394e-05
1237649920581959798,QSO,19.40584,19.12696,18.59127,18.43107,18.03628,0.3105766,5.300615e-05
1237649920582025382,GALAXY,19.48194,18.23078,17.70135,17.40674,17.27444,0.05046875,1.08407e-05
1237649920582090780,STAR,19.05107,16.72268,15.69213,15.32951,15.14174,-4.940137e-05,7.090529e-06
1237649920582090848,GALAXY,19.34569,17.35297,16.30928,15.86911,15.51978,0.116783,2.112749e-05
1237649920582090881,GALAXY,19.54197,17.78364,16.89075,16.45545,16.1566,0.06305831,1.848136e-05
1237649920582156315,STAR,18.99961,18.0503,17.68215,17.55504,17.49294,-0.0009790307,1.059753e-05
1237649920582156324,STAR,18.75591,16.54869,15.52487,15.11509,14.88984,1.529063e-05,7.123614e-06
1237649962455859203,GALAXY,17.70109,16.78333,16.36518,16.16807,15.95201,0.01385478,6.136734e-06
1237649962455859342,GALAXY,19.21273,18.04498,17.39403,16.97068,16.72319,0.1352589,1.393184e-05
1237649962455924805,GALAXY,19.03902,17.87777,17.19433,16.78758,16.54118,0.1362179,9.637451e-06
1237649962455924810,GALAXY,19.2783,17.74151,16.81882,16.35864,16.0058,0.1359249,2.244345e-05
1237649962455924844,QSO,19.42361,18.88371,18.76666,18.68546,18.34216,2.299224,0.0006380061
1237649962456055953,QSO,19.2648,19.20409,18.94774,18.83074,18.80067,1.40908,0.0003831256
1237649962456252419,QSO,18.79284,18.60497,18.61949,18.40408,18.45305,1.751374,0.0009750924
1237649962456252679,STAR,18.42857,17.47632,17.12624,16.99454,16.95665,-0.0006063957,1.311342e-05
1237649962456252717,STAR,19.03008,18.08536,17.72097,17.59434,17.46809,0.0007104044,1.606377e-05
1237649962456449259,QSO,19.36138,18.97163,18.94059,18.85963,18.86522,0.5732208,0.0001212441
1237649962456449345,GALAXY,18.83706,17.69939,17.19403,16.92609,16.72095,0.02897494,1.615578e-05
1237649962456514653,GALAXY,19.49059,18.04925,17.1906,16.75712,16.40531,0.1226637,1.567393e-05
1237649962456514665,QSO,19.53896,19.29671,19.19809,19.20946,19.01633,0.7658909,0.0002350378
1237649962456580241,GALAXY,19.54439,18.24611,17.49672,17.10058,16.8206,0.1588408,1.061107e-05
1237649962456580274,GALAXY,19.38724,18.11793,17.27844,16.87541,16.60361,0.1363317,1.191708e-05
1237649962456645636,QSO,18.86862,18.76622,18.67152,18.82519,18.72718,0.8907435,0.0003529755
1237649962456645672,GALAXY,18.75428,17.63976,17.10228,16.82456,16.61685,0.05302217,1.260697e-05
1237649962456645729,GALAXY,17.44316,15.93391,15.18425,14.80413,14.52998,0.05302468,1.857792e-05
1237649962456711312,GALAXY,18.94337,17.64129,16.94055,16.52949,16.28963,0.07842737,8.051097e-06
1237649962456776906,GALAXY,18.58199,17.83229,17.20138,16.97124,16.79714,0.0723798,6.297171e-06
1237649962456842438,GALAXY,16.88018,15.88819,15.4475,15.25812,15.11212,0.01259685,5.974252e-06
1237649962456907797,QSO,19.186,19.13591,18.92448,18.94576,18.93365,1.345785,0.0004441076
1237649962456907806,GALAXY,17.98691,16.71993,16.24202,16.08605,16.02229,0.0,0.0
1237649962456907903,QSO,19.4285,19.2761,19.14253,19.0272,18.83761,2.085599,0.000593017
1237649962456973444,STAR,18.59051,17.5602,17.31414,17.25411,17.24748,0.0001792582,1.70258e-05
1237649962456973474,STAR,18.71462,17.15782,16.60491,16.44251,16.35309,-2.457004e-05,8.556598e-06
1237649962456973481,STAR,18.03771,17.06593,16.71692,16.59009,16.52454,0.0002555628,1.566972e-05
1237649962456973485,STAR,18.57573,17.15645,16.62293,16.45,16.37322,0.0001872859,8.482777e-06
1237649962456973501,GALAXY,17.92635,16.37361,15.45272,14.9249,14.50014,0.07764194,1.202676e-05
1237649962457038917,STAR,19.30063,17.83987,17.26512,17.09118,17.01585,-3.176544e-05,9.934665e-06
1237649962457038959,GALAXY,18.96556,17.22931,16.28231,15.80765,15.44739,0.09664925,1.285353e-05
1237649962457104414,STAR,16.40093,14.94533,14.36286,14.12561,14.01009,0.0002224745,7.085464e-06
1237649962457104430,STAR,18.76976,17.71214,17.41191,17.30774,17.26745,0.0001216943,1.624486e-05
1237649962457104458,STAR,19.57643,18.54507,18.23433,18.14907,18.14974,0.0001664327,1.554826e-05
1237649962457169941,STAR,17.30766,15.95879,15.44197,15.26135,15.19689,0.0002136636,7.673657e-06
1237649962457169944,STAR,16.82494,15.71846,15.25201,15.05353,14.98269,0.0008648235,7.267896e-06
1237649962457169951,STAR,19.04138,17.30629,16.54243,16.25047,16.106,-0.0002620617,8.561081e-06
1237649962457170176,GALAXY,18.44249,17.43101,17.01151,16.90907,16.69755,0.01784641,1.911446e-05
1237649962457235483,STAR,19.01788,17.71744,17.20079,16.98654,16.8655,0.0004270613,2.166309e-05
1237649962457235492,STAR,17.39373,15.4456,14.65954,14.32643,14.15967,-0.0001080201,1.164238e-05
1237649962457235510,STAR,16.92726,15.93998,15.51638,15.33481,15.28404,0.0001469668,8.653801e-06
1237649962457235820,GALAXY,19.00453,17.58578,17.19187,16.81744,16.79324,0.01391427,1.178601e-05
1237649962457300995,STAR,17.40402,16.16546,15.62737,15.396,15.28971,0.0001928333,8.64904e-06
1237649962457301003,STAR,17.20957,15.95916,15.47464,15.27687,15.20596,0.0002245889,7.668179e-06
1237649962457301065,STAR,18.11786,16.61251,16.02674,15.80287,15.70052,8.04809e-05,7.865841e-06
1237649962457301104,GALAXY,19.45905,17.82299,16.94445,16.52418,16.19041,0.07280552,2.176347e-05
1237649962457301151,GALAXY,18.57125,16.80566,15.94904,15.49974,15.1258,0.03123939,7.00588e-06
1237649962457366572,STAR,16.61446,15.31338,14.81998,14.64797,14.56867,-0.0001813581,8.176707e-06
1237649962457366637,GALAXY,18.47599,16.80768,15.87948,15.37932,14.96222,0.06566416,2.261403e-05
1237649962457366643,GALAXY,17.47731,16.1572,15.60856,15.34553,15.14095,0.03522409,1.253072e-05
1237649962457366661,GALAXY,18.8992,17.71156,17.12689,16.77655,16.50806,0.0508404,6.867143e-06
1237649962457366697,GALAXY,18.6722,17.49954,16.89136,16.54028,16.26547,0.03504587,5.886598e-06
1237649962457366752,GALAXY,19.13586,17.93973,17.39813,17.0726,16.84872,0.05109999,9.760936e-06
1237649962457432067,STAR,19.15132,17.45287,16.8068,16.55626,16.41877,3.9119e-05,6.816746e-06
1237649962457432070,STAR,17.99321,16.15224,15.43773,15.12035,14.94493,-9.579493e-05,7.184246e-06
1237649962457432134,STAR,18.21262,16.60553,16.0163,15.81774,15.74635,7.938813e-05,7.9336e-06
1237649962457497613,STAR,16.97947,15.31356,14.68898,14.48468,14.39185,2.820701e-05,6.941185e-06
1237649962457497617,STAR,18.17399,16.58345,16.00468,15.81177,15.72631,6.009185e-05,7.492416e-06
1237649962457497619,GALAXY,18.20407,17.41942,17.15264,16.98739,16.84512,0.02227142,5.440029e-06
1237649962457497623,STAR,18.33701,16.69473,16.10699,15.91561,15.83572,6.576247e-05,8.141607e-06
1237649962457563145,STAR,17.05527,15.45377,14.86261,14.69269,14.59282,-7.701332e-05,8.947301e-06
1237649962457563154,STAR,18.95603,17.61606,17.00915,16.78422,16.61717,0.0002912598,9.4048e-06
1237649962457563183,STAR,18.08161,16.70156,16.10299,15.84587,15.69734,-0.0002525569,1.057442e-05
1237649962457563297,GALAXY,18.75412,17.51656,16.80347,16.3752,16.09428,0.1169361,9.849556e-06
1237649962457563307,STAR,19.20672,18.31358,18.04728,17.9572,17.91245,7.99847e-05,2.367808e-05
1237649962457563327,GALAXY,19.52988,17.69933,16.76666,16.34629,15.96538,0.07089782,2.030793e-05
1237649962457563355,STAR,19.37747,18.39078,17.98636,17.84539,17.81282,9.850396e-05,1.326903e-05
1237649962457628702,GALAXY,16.44108,14.4421,13.58358,13.15477,12.83702,0.0211722,6.985051e-06
1237649962457628785,STAR,16.72472,15.07217,14.49063,14.32156,14.26533,5.972649e-05,9.042257e-06
1237649962457628795,STAR,16.80049,15.81975,15.47228,15.32623,15.2697,-5.46484e-05,9.321907e-06
1237649962457628822,GALAXY,18.36816,17.14322,16.52459,16.161,15.89543,0.07124121,1.709972e-05
1237649962457628874,GALAXY,19.37842,17.45471,16.57265,16.09759,15.80161,0.07313737,8.408615e-06
1237649962457694213,STAR,19.02134,17.37031,16.66272,16.39581,16.23038,-2.747905e-05,8.274502e-06
1237649962457694257,STAR,18.45568,17.46896,17.11963,16.98611,16.9404,0.0001430638,1.16984e-05
1237649962457694283,STAR,17.7758,16.3699,15.81504,15.60316,15.50232,5.86067e-06,7.554023e-06
1237649962457694378,GALAXY,18.72372,16.79908,15.8107,15.37606,14.98964,0.1155741,1.776293e-05
1237649962457694413,GALAXY,19.45997,17.44503,16.48744,16.07286,15.72229,0.1149376,1.717866e-05
1237649962457759752,QSO,18.70956,18.22163,17.93497,17.84809,17.64615,0.9025918,0.0002002037
1237649962457759808,STAR,19.00207,17.14249,16.2791,16.02331,15.8237,-2.383126e-05,7.030326e-06
1237649962457759825,STAR,18.433,17.45787,17.08085,16.9431,16.87892,-4.015837e-05,1.528673e-05
1237649962457759829,STAR,16.94023,15.41549,14.84617,14.63916,14.56415,-2.024905e-05,7.645177e-06
1237649962457759880,STAR,15.95099,14.90002,14.52272,14.38783,14.33752,2.596084e-05,8.247498e-06
1237649962457825344,STAR,18.26725,17.07941,16.50323,16.25912,16.11575,0.0007691451,1.188527e-05
1237649962457825362,STAR,16.98347,15.519,15.00863,14.83768,14.7805,-4.358283e-05,6.993725e-06
1237649962457890854,STAR,17.49579,15.90943,15.341,15.13283,15.06121,-0.0001731561,8.430355e-06
1237649962457890857,STAR,18.52131,16.66022,15.91391,15.60433,15.44514,-1.788172e-05,7.925194e-06
1237649962457890873,STAR,16.61448,15.53065,15.14891,15.00721,14.9891,0.0001503967,7.241782e-06
1237649962457890897,STAR,18.91508,17.43105,16.85751,16.59014,16.50278,0.0001576176,9.057886e-06
1237649962457890976,STAR,19.47859,18.18163,17.63018,17.4351,17.38077,4.771279e-05,1.192319e-05
1237649962457891020,GALAXY,17.79211,16.68185,16.19954,15.97147,15.85568,0.01743925,2.021673e-05
1237649962457956378,STAR,18.53841,17.62501,17.29503,17.18689,17.11348,0.0001656135,2.029557e-05
1237649962457956452,STAR,18.78893,17.90056,17.57724,17.46917,17.39949,-6.295119e-05,2.73148e-05
1237649962458021907,STAR,16.32058,14.92798,14.33999,14.13842,14.07045,3.699828e-05,7.516368e-06
1237649962458021991,STAR,19.10737,17.97592,17.4906,17.30017,17.20665,-0.0001824217,1.267846e-05
1237649962458087458,STAR,19.22771,18.06197,17.56502,17.39082,17.29972,0.0003150637,1.385849e-05
1237648704599818373,STAR,19.01539,17.75866,17.23014,17.02404,16.93702,-0.0002719602,1.225829e-05
1237648704599818652,GALAXY,17.76699,16.63966,16.25432,15.95718,15.90178,0.05446091,6.409819e-06
1237648704599884004,GALAXY,19.20237,18.1539,17.75789,17.43542,17.34501,0.07505951,7.139749e-06
1237648704599884010,GALAXY,19.49866,17.52303,16.61837,16.20123,15.88726,0.07553416,2.203131e-05
1237648704599884114,GALAXY,19.03349,18.02814,17.60797,17.30612,17.25513,0.08688863,6.681827e-06
1237648704599949444,GALAXY,19.21911,17.3729,16.45739,15.95671,15.57398,0.07911005,1.814609e-05
1237648704600015089,GALAXY,19.57283,17.74196,16.81931,16.39945,16.06937,0.08276655,2.388606e-05
1237648704600015406,GALAXY,19.13959,17.96296,17.46227,17.2743,17.15836,0.02918951,1.49013e-05
1237648704600080458,STAR,19.00355,17.78796,17.5955,17.52839,17.54069,0.0002344834,1.751829e-05
1237648704600080488,STAR,16.70163,16.727,17.02415,17.17173,17.3217,-0.0001119625,1.932994e-05
1237648704600080538,STAR,17.05694,15.97903,15.7968,15.76161,15.80175,-0.0002150067,6.720801e-06
1237648704600145956,STAR,18.67036,17.34306,17.43715,17.54789,17.59555,5.26337e-05,1.02454e-05
1237648704600277418,GALAXY,19.41138,18.3643,17.83365,17.45144,17.35179,0.09041245,9.03658e-06
1237648704600342994,GALAXY,19.41407,18.15231,17.69603,17.39182,17.37971,0.03209967,1.222411e-05
1237648704600408465,GALAXY,19.22008,18.22989,17.93333,17.64431,17.66922,0.0958886,5.195367e-06
1237648704600408479,GALAXY,19.00595,17.77235,17.25473,16.94992,16.71867,0.07213447,9.536393e-06
1237648704600473877,GALAXY,18.60708,16.81223,15.98493,15.56078,15.2293,0.04609774,1.35001e-05
1237648704600605023,GALAXY,19.39349,17.94767,17.1338,16.68014,16.37855,0.1137929,1.354389e-05
1237648704600670569,GALAXY,18.967,17.18422,16.35732,15.94334,15.6425,0.03188351,1.233464e-05
1237648704600670761,GALAXY,17.11314,15.11022,14.14697,13.65564,13.29869,0.03134727,1.02995e-05
1237648704600735868,STAR,17.99224,16.60941,16.04843,15.83006,15.70121,-5.967127e-05,7.889445e-06
1237648704600735996,GALAXY,16.59424,14.63448,13.72554,13.27961,12.97281,0.03234003,8.292656e-06
1237648704600736187,GALAXY,19.17702,17.59355,16.84697,16.46267,16.23288,0.03282416,2.139245e-05
1237648704600736199,GALAXY,18.81851,17.59484,17.06782,16.73857,16.61126,0.06061311,9.327541e-06
1237648704600866990,QSO,19.49188,19.21582,18.91935,18.90226,18.6885,0.9407854,0.0004751861
1237648704600867261,QSO,19.19915,18.91657,18.35696,18.13,17.73321,0.3246545,8.048881e-05
1237648704600932577,STAR,19.16751,17.83766,17.96351,18.06717,18.17112,0.0001369366,2.581835e-05
1237648704600932601,QSO,19.15401,18.78628,18.61791,18.34803,18.21738,0.468108,4.050261e-05
1237648704600997983,STAR,19.03502,17.76308,17.17399,16.94332,16.83121,-0.0002260098,1.582149e-05
1237648704600998249,GALAXY,19.19457,17.33466,16.34659,15.90811,15.5563,0.09472094,1.661308e-05
1237648704600998285,GALAXY,19.32942,17.51536,16.7097,16.23292,15.89382,0.05500096,2.934695e-05
1237648704601063494,STAR,17.47501,16.6924,16.93136,17.14835,17.30742,-7.99745e-05,1.113506e-05
1237648704601194939,GALAXY,19.01568,17.61728,16.82129,16.38169,16.11394,0.0894393,1.090835e-05
1237648704601260439,STAR,19.51845,18.28679,17.9784,17.88121,17.87682,-0.0002191012,2.16282e-05
1237648704601325698,STAR,17.89093,16.65118,16.77715,16.89904,16.98024,-0.0009772874,6.818527e-06
1237648704601325931,GALAXY,19.4686,17.90239,17.07521,16.65928,16.33459,0.05308857,1.664583e-05
1237648704601391504,STAR,19.4385,18.36303,17.97437,17.79582,17.77541,-8.197115e-05,2.054639e-05
1237648704601456881,STAR,18.37623,17.18758,16.69868,16.50702,16.43527,-2.695607e-05,9.312364e-06
1237648704601456979,GALAXY,19.34906,17.86905,17.07427,16.64833,16.36106,0.04212166,9.401201e-06
1237648704601457120,GALAXY,19.02942,17.01559,16.06479,15.60205,15.23694,0.03968028,1.187796e-05
1237648704601522665,GALAXY,18.97123,17.02268,16.12506,15.70295,15.357,0.03248272,1.318602e-05
1237648704601587781,GALAXY,18.5789,16.5225,15.51156,14.9968,14.66366,0.05109033,1.314398e-05
1237648704601587877,STAR,18.61273,17.32587,16.80202,16.59094,16.53103,0.0001393894,9.850169e-06
1237648704601653782,QSO,19.59333,19.41811,19.07221,18.91929,18.89236,1.411621,0.0002768105
1237648704601719101,GALAXY,18.99921,17.51081,16.65706,16.16579,15.81209,0.1030128,8.457957e-06
1237648704601784765,GALAXY,18.53899,16.69982,15.92656,15.52793,15.34697,0.05067524,2.96009e-05
1237648704601784812,GALAXY,18.58265,17.21824,16.64829,16.33093,16.11521,0.03229691,6.725068e-06
1237648704601915527,STAR,16.60838,15.4657,15.31028,15.28125,15.31097,1.828391e-05,4.786892e-06
1237648704601915871,GALAXY,19.38687,18.15663,17.68928,17.44538,17.34477,0.03254654,5.853822e-06
1237648704601981505,GALAXY,19.22438,18.1764,17.74955,17.51431,17.34398,0.03171449,4.896863e-06
1237648704602046667,QSO,19.3037,19.02812,18.68646,18.7065,18.75484,1.060408,0.0002974197
1237648704602178044,GALAXY,19.42408,17.45807,16.48055,15.99141,15.59365,0.05350629,1.848584e-05
1237648704602243163,GALAXY,19.18383,17.2504,16.27375,15.79529,15.44263,0.05482508,1.84593e-05
1237648704602243187,GALAXY,16.5098,15.41615,14.92988,14.57054,14.37243,0.04142144,7.919952e-06
1237648704602243453,GALAXY,19.56598,17.59606,16.64848,16.15796,15.79117,0.04129273,1.434401e-05
1237648704602243541,GALAXY,18.4852,17.16296,16.60062,16.24034,15.99284,0.04149128,6.782308e-06
1237648704602243624,GALAXY,19.14357,17.4283,16.57452,16.06758,15.71657,0.05311063,1.290347e-05
1237648704602308703,STAR,18.35209,18.46261,18.82871,19.04716,19.3822,-0.0002944293,5.037507e-05
1237648704602308730,GALAXY,19.49102,17.48477,16.3549,15.89326,15.79004,0.0591639,1.626178e-05
1237648704602308950,GALAXY,19.3501,17.46479,16.57782,16.13957,15.81571,0.02736092,2.135889e-05
1237648704602309157,GALAXY,18.70496,16.59967,15.55535,15.0506,14.65685,0.05909625,1.514562e-05
1237648704602309196,GALAXY,18.18127,16.19197,15.21957,14.73177,14.3606,0.05832123,1.248955e-05
1237648704602439979,GALAXY,18.7326,16.47434,15.36928,14.80958,14.3859,0.06065342,1.575129e-05
1237648704602440009,GALAXY,19.38293,17.66128,16.84817,16.35875,16.04839,0.04170759,1.83191e-05
1237648704602440026,GALAXY,18.97301,16.96745,15.96233,15.45138,15.06145,0.06175597,1.894415e-05
1237648704602505288,GALAXY,18.63077,16.48086,15.41169,14.8391,14.43878,0.06094548,2.722995e-05
1237648704602505360,GALAXY,19.0035,16.96663,15.92775,15.449,15.04148,0.05792973,1.432261e-05
1237648704602505372,STAR,18.54324,17.18607,16.63912,16.4059,16.30262,-0.0003417514,9.493627e-06
1237648704602505634,GALAXY,19.32867,17.22566,16.21365,15.70816,15.30674,0.05793022,1.712438e-05
1237648704602571042,GALAXY,19.42649,17.17017,16.11389,15.63167,15.2487,0.07451972,1.8266e-05
1237648704602571052,GALAXY,19.52241,17.64647,16.7528,16.28914,15.98251,0.07362863,1.892429e-05
1237648704602636571,GALAXY,17.95585,16.38545,15.63968,15.22198,14.95202,0.03157403,1.954159e-05
1237648704602636703,GALAXY,19.43865,17.36235,16.38577,15.90383,15.58077,0.07414038,1.980319e-05
1237648704602636836,GALAXY,19.11837,17.64554,16.89914,16.47037,16.23742,0.07199986,1.365615e-05
1237648704602702136,QSO,19.38468,18.96785,18.82454,18.70214,18.68379,0.6801823,0.0001748846
1237648704602702247,STAR,18.58651,16.46451,15.5487,15.12485,15.0834,-0.0002195133,6.236761e-06
1237648704602702438,GALAXY,19.23599,17.1514,16.13665,15.65946,15.28769,0.05868909,1.447514e-05
