objid,objtype,u,g,r,i,z,redshift,redshift_err
1237648720151773376,QSO,18.78868,18.66836,18.59609,18.36508,18.38729,1.821192,0.0005368394
1237648720151773381,STAR,18.71943,17.79804,17.46939,17.36136,17.3536,0.000768637,8.926159e-06
1237648720151773478,GALAXY,18.76157,17.19803,16.41974,15.9901,15.67802,0.06768384,1.059486e-05
1237648720151838913,GALAXY,17.42035,16.73862,16.71164,16.55217,16.46542,0.03961598,5.41685e-06
1237648720151839014,GALAXY,19.18438,17.95216,17.27279,16.8605,16.63837,0.07720377,6.884396e-06
1237648720151904401,GALAXY,19.24238,18.02508,17.35013,16.90461,16.64932,0.1225397,7.14594e-06
1237648720151904413,GALAXY,18.69229,17.35873,16.83858,16.52204,16.45175,0.06833749,1.042202e-05
1237648720151904443,GALAXY,18.84745,17.28544,16.72109,16.44764,16.24548,0.04097719,1.581e-05
1237648720151969849,QSO,18.6258,18.47545,18.12798,17.99086,17.93273,1.149401,0.0002054613
1237648720152035343,GALAXY,18.99604,18.11241,17.8505,17.59276,17.42236,0.06899185,6.935114e-06
1237648720152035454,GALAXY,18.28351,16.74433,15.99428,15.58193,15.25086,0.06885027,7.250881e-06
1237648720152035469,GALAXY,18.63878,17.62644,17.30031,16.9894,16.89378,0.06922865,5.185071e-06
1237648720152166412,STAR,18.37675,17.1456,16.67058,16.48874,16.43732,0.0002063148,9.308849e-06
1237648720152231973,QSO,19.30602,18.96132,19.09465,18.89144,18.59679,0.4455388,9.12835e-05
1237648720152231990,GALAXY,18.317,16.30371,15.33307,14.87664,14.52129,0.07437177,1.571993e-05
1237648720152232009,GALAXY,18.16069,16.87605,16.2232,15.87214,15.63378,0.07517696,1.396806e-05
1237648720152232137,GALAXY,19.34731,18.22945,17.69255,17.33694,17.17545,0.07510134,7.82039e-06
1237648720152232170,GALAXY,19.27735,17.10828,16.03202,15.53831,15.14866,0.07395959,1.70741e-05
1237648720152232183,GALAXY,18.68361,16.6412,15.72005,15.30056,14.97785,0.0762095,1.405473e-05
1237648720152232220,GALAXY,17.93991,15.96646,15.03117,14.56741,14.21826,0.02708067,9.246141e-06
1237648720152232287,GALAXY,19.37848,18.06206,17.49278,17.14781,16.93153,0.07536609,1.557691e-05
1237648722838880304,STAR,18.21894,16.70628,16.16463,15.97449,15.88494,6.90406e-05,8.278171e-06
1237648722838945808,STAR,18.6014,17.69783,17.44489,17.35223,17.33599,0.0002092367,3.18364e-05
1237648722838945869,GALAXY,18.44035,16.35567,15.33377,14.8952,14.55969,0.1102845,1.256456e-05
1237648722838945896,STAR,19.43057,18.12756,17.59576,17.39465,17.30956,0.0001525538,1.398619e-05
1237648722839011339,STAR,16.06505,14.917,14.90193,14.93459,14.99967,0.0001087407,5.80003e-06
1237648722839011348,STAR,19.06969,17.65968,17.14101,16.95222,16.87893,4.506541e-05,1.148943e-05
1237648722839011358,STAR,17.80153,16.40493,15.88537,15.68386,15.60381,3.755579e-05,8.871668e-06
1237648722839011361,STAR,18.51941,17.52819,17.46217,17.47119,17.54101,0.0007415686,2.357349e-05
1237648722839011383,STAR,16.8492,15.26141,14.74134,14.58449,14.55408,0.0001008331,8.956394e-06
1237648722839011389,STAR,17.84595,16.92093,16.64315,16.53696,16.53445,0.0001103954,1.624208e-05
1237648722839011423,GALAXY,19.13566,18.23565,17.99507,17.70198,17.67642,0.0775663,4.59493e-06
1237648722839011483,GALAXY,19.37321,18.12969,17.40772,17.02143,16.77059,0.1340741,1.174836e-05
1237648722839076882,STAR,17.71433,16.79513,16.47307,16.32362,16.28893,0.0006944787,1.423855e-05
1237648722839076884,STAR,16.52807,15.15621,14.66689,14.49597,14.44014,0.0001861352,8.993145e-06
1237648722839077008,STAR,19.35543,18.44066,18.1281,18.00457,17.92864,-0.000479811,1.502595e-05
1237648722839142474,QSO,19.38562,19.17442,18.97159,19.09632,19.26297,1.053736,0.001191072
1237648722839142526,GALAXY,19.01,18.41553,18.02719,17.74398,17.77086,0.2070381,7.51038e-06
1237648722839273554,GALAXY,19.01635,17.44311,16.61301,16.17866,15.82922,0.1081396,1.17315e-05
1237648722839273604,QSO,19.43902,19.18954,19.0829,18.83822,18.76105,1.685034,0.0004926638
1237648722839273636,GALAXY,19.0203,18.04359,17.72439,17.43414,17.30881,0.06024012,6.467027e-06
1237648722839339066,GALAXY,18.98416,17.78675,17.29479,16.92489,16.80547,0.08997178,6.718039e-06
1237648722839404550,STAR,19.40076,18.49855,18.19166,18.08647,17.99165,0.0003347276,1.12068e-05
1237648722839404750,GALAXY,19.32293,17.76236,16.90875,16.47764,16.15674,0.1582435,1.649905e-05
1237648722840846406,QSO,18.51962,18.28802,17.86759,17.5059,17.41127,0.1969081,4.053979e-05
1237648722840846413,GALAXY,15.65211,13.85529,13.30946,12.9847,12.92803,0.006288003,1.344667e-05
1237648722840977433,STAR,18.87316,17.69956,17.58093,17.54894,17.56693,-0.0001494637,1.643631e-05
1237648722840977481,STAR,19.15344,16.96174,15.8916,15.47333,15.20161,0.000166562,8.338265e-06
1237648722840977489,GALAXY,18.10902,17.11229,16.60271,16.27344,16.05239,0.03944224,7.418451e-06
1237648722840977562,GALAXY,18.74831,17.89732,17.46992,17.17004,17.07436,0.1572399,6.962092e-06
1237648722841042953,GALAXY,17.11373,15.89847,15.28487,14.92698,14.65122,0.03932527,4.881345e-06
1237648722841043030,GALAXY,18.97725,17.72522,17.27129,17.01571,16.83751,0.03907945,1.046297e-05
1237648722841043066,GALAXY,17.38342,15.53973,14.592,14.07937,13.72252,0.03955185,8.666685e-06
1237648722841043218,GALAXY,19.32814,18.086,17.64889,17.39273,17.14189,0.0488944,1.330475e-05
1237648722841108582,GALAXY,19.1955,17.40344,16.54345,16.15066,15.85788,0.06413198,1.246383e-05
1237648722841108613,QSO,19.54662,19.33484,18.90494,18.86948,18.9053,1.302473,0.0002899995
1237648722841108619,GALAXY,19.05685,17.79735,17.13123,16.77843,16.51507,0.1235108,1.569198e-05
1237648722841108622,GALAXY,17.2804,15.74515,14.97791,14.57423,14.22462,0.03620356,1.00721e-05
1237648722841108670,GALAXY,19.44971,18.04017,17.28445,16.86286,16.57896,0.1357616,9.849402e-06
1237648722841108720,GALAXY,19.39961,17.21316,16.17341,15.7401,15.36998,0.1325214,1.716829e-05
1237648722841108732,GALAXY,19.06156,18.09006,18.0157,17.92719,17.84822,0.06459882,6.592171e-06
1237648722841108868,GALAXY,19.24616,18.03453,17.50525,17.21281,17.00782,0.07864468,1.922496e-05
1237648722841174127,GALAXY,19.19092,17.99472,17.41299,17.05284,16.82754,0.09548368,8.993233e-06
1237648722841174194,GALAXY,18.1385,17.17184,16.82095,16.59302,16.43591,0.03929568,7.603692e-06
1237648722841174212,GALAXY,19.25534,17.6893,17.17695,16.82496,16.59509,0.06428671,6.64187e-06
1237648722841239644,GALAXY,19.18104,17.977,17.46145,17.20377,16.93868,0.04781106,1.839875e-05
1237648722841305100,STAR,18.84923,17.94267,17.56977,17.43353,17.36777,0.0001128066,1.113977e-05
1237648722841305136,QSO,18.44886,17.58726,17.25497,17.01572,16.77024,1.988634,0.0001333099
1237648722841370706,STAR,16.47272,15.24084,14.7292,14.53819,14.43859,3.874509e-05,9.170519e-06
1237648722841370719,GALAXY,18.45324,17.09698,16.44708,16.063,15.80078,0.07831124,8.184934e-06
1237648722841436184,GALAXY,19.29243,17.07302,16.15404,15.75216,15.46601,0.07909217,1.622923e-05
1237648722841436246,STAR,18.07947,16.94024,16.44955,16.26643,16.16742,0.001068786,1.018766e-05
1237648722841436269,GALAXY,18.60965,16.95502,16.13367,15.75487,15.44593,0.04880829,1.747995e-05
1237648722841436320,GALAXY,18.81423,16.73841,15.78812,15.38095,15.03748,0.0785328,1.61631e-05
1237648722841436329,GALAXY,19.15323,18.04134,17.40321,16.8601,16.76722,0.1250918,4.571638e-06
1237648722841436349,STAR,19.49673,16.94561,15.83098,15.4497,15.2385,-1.522637e-05,7.391992e-06
1237648722841501700,STAR,18.43925,17.50122,17.15209,17.02707,16.97677,0.0001418856,1.009426e-05
1237648722841501713,STAR,18.40478,16.52606,15.73267,15.43658,15.28759,9.598201e-05,7.124597e-06
1237648722841501738,STAR,18.79985,17.27217,16.70728,16.50315,16.43169,4.45908e-05,7.635002e-06
1237648722841501741,STAR,16.13686,15.10441,14.75542,14.63879,14.59917,5.654629e-05,8.952845e-06
1237648722841501754,STAR,19.30105,18.31112,17.99601,17.88077,17.82119,0.0009039753,1.233894e-05
1237648722841501758,STAR,17.1198,15.60981,15.10731,14.96057,14.91022,1.996682e-05,8.163803e-06
1237648722841501766,QSO,17.54011,16.86419,16.25781,15.7645,15.60572,0.077953,2.768709e-05
1237648722841501770,STAR,18.97734,18.01097,17.73956,17.65347,17.61586,-3.375411e-06,1.818066e-05
1237648722841501820,STAR,19.25266,17.83933,17.31776,17.13938,17.05186,7.853532e-05,1.030202e-05
1237648722841501849,STAR,19.52554,18.45783,18.01728,17.84277,17.73817,0.0009268915,1.478498e-05
1237648722841501905,GALAXY,17.94942,16.1414,15.26063,14.85133,14.56023,0.08189387,1.156942e-05
1237648722841501917,GALAXY,19.20478,18.08043,17.35987,16.91224,16.6559,0.08178359,6.924754e-06
1237648722841567240,STAR,18.39042,17.00624,16.48038,16.29775,16.22104,-5.918475e-05,9.388696e-06
1237648722841567252,STAR,17.0782,15.60305,14.97892,14.73876,14.62307,0.0004534835,7.804257e-06
1237648722841567275,STAR,16.83688,15.63111,15.12041,14.90313,14.78235,-0.0002762124,7.891237e-06
1237648722841567287,STAR,18.66856,17.25556,16.7237,16.5411,16.44475,-0.0001265547,8.701111e-06
1237648722841567346,GALAXY,19.56259,18.12034,17.34483,16.92208,16.64037,0.08501219,1.379505e-05
1237648722841567379,GALAXY,19.00441,17.07616,16.17665,15.77203,15.4414,0.08476318,4.099712e-05
1237648722841632802,STAR,19.06217,17.43346,16.77455,16.49398,16.34591,0.001013794,1.040403e-05
1237648722841632818,STAR,18.45721,17.50569,17.32262,17.26863,17.30077,0.0001211447,1.395422e-05
1237648722841632833,STAR,18.13316,16.76456,16.23807,16.05982,15.98508,0.0001955384,8.204496e-06
1237648722841632864,GALAXY,19.22292,17.314,16.38586,15.96773,15.60403,0.08182873,2.151616e-05
1237648722841632890,STAR,19.3827,18.10711,17.57312,17.34561,17.23265,-0.0004515031,1.050604e-05
1237648722841632899,GALAXY,19.23761,17.71608,16.79952,16.38704,16.0954,0.1427778,2.638426e-05
1237648722841633079,GALAXY,19.1497,17.89876,17.39445,17.13652,16.97564,0.08244945,2.195916e-05
1237648722841698306,STAR,19.04448,17.49521,16.95885,16.77633,16.6799,9.804614e-05,8.727849e-06
1237648722841698329,STAR,16.53372,15.16006,14.67502,14.51472,14.44661,2.322576e-05,8.259199e-06
1237648722841698338,STAR,16.78739,15.34287,14.75588,14.51758,14.3869,-4.124402e-05,8.653858e-06
1237648722841698346,STAR,18.83206,17.37404,16.81396,16.61954,16.48791,-0.0001027675,9.332497e-06
1237648722841698356,GALAXY,17.00952,15.24981,14.46934,14.10202,13.80904,0.02004178,1.005681e-05
1237648722841763861,STAR,17.82072,16.63186,16.22342,16.08903,16.03163,-0.0001178159,9.8214e-06
1237648722841763896,STAR,17.65986,16.39991,16.03123,15.88919,15.82168,0.0004001037,7.563153e-06
1237648722841763899,STAR,17.07314,15.74758,15.2821,15.14531,15.09016,0.0001518341,8.429342e-06
1237648722841763928,STAR,17.64275,16.34423,15.81383,15.60474,15.50235,0.0006472096,9.377738e-06
1237648722841763953,STAR,19.141,17.66744,17.19934,17.01947,17.00906,-1.907415e-05,9.552808e-06
1237648722841763979,STAR,18.6908,17.42675,16.8683,16.64276,16.50218,0.0006439408,9.29482e-06
1237648722841764001,GALAXY,19.47363,17.66589,16.69269,16.29475,15.95221,0.111592,3.641385e-05
1237648722841764030,GALAXY,18.91601,16.89797,15.94099,15.51534,15.15854,0.07795382,1.763258e-05
1237648722841764095,GALAXY,19.28442,18.13856,17.69978,17.40104,17.21684,0.08260839,8.582921e-06
1237650369943634000,GALAXY,19.364,17.92544,17.2061,16.89226,16.63421,0.1219937,4.600884e-05
1237650369943634054,GALAXY,19.25944,18.00425,17.36199,16.99116,16.71298,0.1096068,1.603177e-05
1237650369943634069,GALAXY,19.49998,17.96796,17.2089,16.85396,16.52475,0.1079067,2.999538e-05
1237650369943634113,GALAXY,19.20579,17.4599,16.49549,16.05867,15.69769,0.1082221,2.070441e-05
1237650369943699737,GALAXY,17.39998,16.15496,15.63585,15.36948,15.16182,0.0179398,8.804077e-06
1237650369943765099,STAR,17.07791,16.05235,15.71168,15.60637,15.5682,6.561339e-05,9.447831e-06
1237650369943765207,GALAXY,19.07667,17.368,16.46387,15.97875,15.5921,0.07732639,1.857361e-05
1237650369943765243,GALAXY,18.62575,17.38432,16.86309,16.53934,16.33343,0.08637573,7.37144e-06
1237650369943830648,GALAXY,19.56679,18.39555,17.74053,17.41745,17.13094,0.1299672,1.230586e-05
1237650369943830685,GALAXY,19.04229,17.75741,17.09977,16.6946,16.39892,0.1023618,7.162054e-06
1237650369943830709,GALAXY,19.3581,17.69405,16.79923,16.32564,15.9131,0.06298053,1.788759e-05
1237650369943830722,GALAXY,17.4046,16.17962,15.57505,15.27264,14.98914,0.02851916,1.005471e-05
1237650369943830728,GALAXY,18.41817,17.13731,16.49388,16.15292,15.87486,0.06551503,1.362844e-05
1237650369943830768,GALAXY,19.271,18.20939,17.43694,17.09906,16.7665,0.1751858,4.737181e-05
1237650369943896233,GALAXY,19.18914,18.02758,17.37794,16.97155,16.70886,0.1619505,9.857977e-06
1237650369944027143,STAR,17.82411,16.69526,16.71062,16.79333,16.87201,0.0002246225,9.388328e-06
1237650369944027210,STAR,18.73274,17.51075,17.47652,17.51238,17.53094,0.0002698027,1.57973e-05
1237650369944027382,GALAXY,17.97962,16.50592,15.73102,15.34384,15.01797,0.09131297,2.319541e-05
1237650369944027397,GALAXY,19.18282,17.5063,16.68982,16.32261,15.99805,0.06342398,2.232042e-05
1237650369944027430,GALAXY,18.0129,16.68392,16.03075,15.67043,15.40829,0.07766039,1.826601e-05
1237650369944092791,GALAXY,19.21344,17.69683,16.70948,16.23935,15.87513,0.1486037,2.486678e-05
1237650369944092801,GALAXY,19.57024,17.60483,16.70992,16.28086,15.96815,0.08029216,2.574342e-05
1237650369944092838,GALAXY,19.52763,17.42569,16.47646,16.05531,15.74205,0.09050912,2.33425e-05
1237650369944092907,GALAXY,19.5757,17.94259,16.93353,16.47952,16.11912,0.0777989,2.330466e-05
1237650369944092913,GALAXY,18.74024,16.59461,15.58915,15.14214,14.77326,0.09125264,2.098329e-05
1237650369944092955,GALAXY,19.18295,17.2016,16.30249,15.8735,15.5202,0.09100226,3.11601e-05
1237650369944092980,GALAXY,19.15744,17.43654,16.57126,16.13035,15.75966,0.0772256,2.291441e-05
1237650369944158383,GALAXY,19.00315,17.36958,16.50243,16.07019,15.74382,0.09185187,2.014082e-05
1237650369944158387,GALAXY,19.22094,17.32995,16.39516,15.98857,15.63235,0.09145325,2.307456e-05
1237650369944158445,GALAXY,19.06393,17.73446,17.13664,16.82016,16.64741,0.07746759,1.754892e-05
1237650369944158570,GALAXY,19.05241,17.75681,17.26216,17.09534,16.94893,0.02716143,2.674759e-05
1237650369944223961,QSO,19.36539,18.93209,18.90327,18.9344,18.93221,0.7080643,0.0002544803
1237650369944289323,STAR,17.8769,16.77218,16.36826,16.21207,16.16845,6.82962e-05,1.204919e-05
1237650369944289472,GALAXY,18.64837,17.55111,17.08681,16.76335,16.61148,0.09035261,1.042122e-05
1237650369944420473,GALAXY,18.56397,17.07543,16.1803,15.78156,15.47017,0.1333526,3.663669e-05
1237650369944551453,QSO,18.60538,18.65284,18.66078,18.40528,18.41288,1.882749,0.0003339237
1237650369944682544,STAR,17.71124,16.80987,16.54724,16.46039,16.44775,0.0004548423,6.805337e-06
1237650369944682635,GALAXY,19.28599,17.99618,17.31948,16.94258,16.68376,0.0761736,1.112537e-05
1237650369944813749,STAR,18.37317,17.73474,17.37569,17.22458,17.21175,0.0001084758,1.23476e-05
1237650369944879179,STAR,18.99653,19.02294,19.3156,19.56011,19.7719,-6.36606e-05,7.572273e-05
1237650369944944710,QSO,18.65106,18.59312,18.35863,18.37431,18.39478,1.316881,0.0002692506
1237650369944944836,GALAXY,18.21364,17.06369,16.49327,16.12409,15.92799,0.1082559,9.560093e-06
1237650369945075780,GALAXY,19.10722,17.86451,17.43837,17.18819,17.02063,0.06426651,1.313422e-05
1237650369945206808,QSO,19.14141,18.93728,18.92734,18.74527,18.82375,1.620975,0.000421095
1237650369945272452,GALAXY,18.73673,17.43037,16.77172,16.35528,16.01576,0.0524933,1.180055e-05
1237650369945272525,GALAXY,18.34407,17.18704,16.63711,16.30885,16.11811,0.08405981,8.997396e-06
1237650369945337968,GALAXY,19.15315,17.5467,16.69951,16.26248,15.95588,0.07819994,1.698506e-05
1237650369945403441,STAR,17.70813,16.67109,16.32494,16.1863,16.1454,-4.451081e-06,1.181199e-05
1237650369945403543,GALAXY,18.83112,17.29024,16.50008,16.11667,15.84818,0.0782107,2.577068e-05
1237650369945403562,GALAXY,19.1817,17.34584,16.41169,16.02412,15.72412,0.132433,2.02483e-05
1237650369945403665,GALAXY,18.64557,17.4468,17.07059,16.89179,16.88576,0.01976533,1.28056e-05
1237650369945469083,GALAXY,18.2656,16.3587,15.42335,14.98868,14.64641,0.08245942,2.084204e-05
1237650369945534601,GALAXY,19.24241,17.98955,17.40487,17.08638,16.88829,0.08787727,1.303977e-05
1237650369945600204,GALAXY,18.68589,17.48603,16.9333,16.58403,16.41552,0.08253472,9.510971e-06
1237650369945665550,QSO,18.91532,18.92152,18.66466,18.59317,17.92931,0.3090939,3.062003e-05
1237650369945731171,GALAXY,16.71152,14.86329,14.05165,13.64778,13.32564,0.02558124,9.077429e-06
1237650369945731252,GALAXY,18.3116,16.953,16.29079,15.92104,15.62581,0.05251181,9.265463e-06
1237650369945731260,GALAXY,17.60017,15.77827,14.94086,14.5103,14.15864,0.05262596,1.683463e-05
1237650369945731261,GALAXY,19.32462,17.98151,17.41251,17.03404,16.83816,0.05281604,9.058064e-06
1237650369945731277,GALAXY,18.67799,16.77085,15.93402,15.54735,15.22924,0.05207796,1.46314e-05
1237650369945731288,GALAXY,18.52861,16.81337,16.12129,15.79734,15.54905,0.05269546,1.53716e-05
1237650369945731338,GALAXY,19.2199,17.48421,16.97115,16.61506,16.31517,0.04356054,8.349974e-06
1237650369945796765,GALAXY,19.36945,17.77908,16.80549,16.35231,16.03518,0.1681519,2.666154e-05
1237650369945862237,STAR,19.14952,17.95521,18.01541,18.09797,18.1704,0.0005494592,1.962017e-05
1237650369945862324,GALAXY,18.28498,16.52674,15.69262,15.29445,14.97318,0.02578758,1.197354e-05
1237650369945927732,GALAXY,17.45395,16.33267,15.94248,14.48671,15.3611,0.2048408,5.240144e-05
1237650369946058807,QSO,18.79692,18.70639,18.65934,18.52955,18.59138,1.478169,0.0003597701
1237650369946058815,STAR,18.80671,17.83462,17.54847,17.42398,17.40931,0.0003248139,1.695217e-05
1237650369946058888,GALAXY,19.54525,18.07365,17.23018,16.74661,16.41429,0.1212712,1.366704e-05
1237650369946058906,GALAXY,19.39864,18.1004,17.43637,16.99941,16.75395,0.08872285,7.242646e-06
1237650369946124315,STAR,16.30573,16.76148,17.34038,17.70884,18.06267,0.0001592373,8.287849e-05
1237650369946124375,STAR,19.19009,18.76096,18.72829,18.72548,18.82651,8.522174e-05,9.065368e-05
1237650369946124423,GALAXY,18.4841,17.06322,16.44437,16.09372,15.82753,0.04717635,1.875125e-05
1237650369946124493,GALAXY,19.51923,18.18274,17.58391,17.20991,16.98813,0.09984956,1.041094e-05
1237650369946255425,GALAXY,18.47897,17.74314,17.46375,17.12837,17.1513,0.08907441,6.125489e-06
1237650369946255521,GALAXY,18.48424,17.05313,16.26167,15.81828,15.4997,0.1087693,1.167625e-05
1237650369946321012,GALAXY,19.45995,18.12531,17.44581,17.04685,16.728,0.1214161,1.012764e-05
1237650369946386531,GALAXY,19.17131,17.9461,17.26226,16.89357,16.66752,0.1269636,8.781153e-06
1237650369946517510,STAR,17.36017,17.61574,18.07651,18.40809,18.73956,-0.0001590523,7.366893e-05
1237650369946517585,QSO,18.60774,18.18985,17.95238,17.83361,17.67366,2.157398,0.0006944912
1237650369946517640,GALAXY,19.43696,18.17188,17.33908,16.92371,16.60205,0.1322056,1.111273e-05
1237650369946517649,GALAXY,19.46498,17.66269,16.77298,16.38736,16.05803,0.1005741,1.696054e-05
1237650369946583061,GALAXY,18.02179,17.04911,16.66841,16.45851,16.27428,0.0176709,8.015972e-06
1237650369946648580,QSO,18.50465,18.61076,18.30547,18.29966,18.37667,1.289855,0.0002088124
1237650369946648607,QSO,18.68869,18.66788,18.66832,18.45236,18.18674,2.126477,0.0001804822
1237650369946648634,GALAXY,16.97538,16.26266,15.81025,15.68623,15.49459,0.01918881,7.680282e-06
1237650369946648716,GALAXY,18.85403,17.66372,17.10509,16.77302,16.54996,0.08016708,1.500624e-05
1237650369946714223,GALAXY,18.6997,16.67887,15.73605,15.27647,14.91965,0.07527246,1.634493e-05
1237650369946714234,GALAXY,18.50713,17.03947,16.32048,15.9,15.62075,0.1122184,2.309968e-05
1237650369946779730,GALAXY,18.841,17.76007,17.37992,17.10921,16.9599,0.04457912,4.934239e-06
1237650369946845266,STAR,18.85238,17.1129,16.37095,16.09161,15.93726,8.606284e-05,8.251131e-06
1237650369946845318,GALAXY,19.35395,18.167,17.39624,17.04676,16.75023,0.1646679,1.39579e-05
1237650369946910753,GALAXY,19.11243,17.83511,17.11829,16.68234,16.42851,0.1086854,1.033968e-05
1237649920579862540,GALAXY,17.53619,15.92873,15.13086,14.72362,14.44971,0.05607169,9.250051e-06
1237649920579862623,STAR,16.60488,15.5788,15.79662,15.99228,16.13582,-0.0001847755,4.776753e-06
1237649920579862643,GALAXY,19.57565,17.89274,16.9426,16.49928,16.12967,0.1107177,2.885773e-05
1237649920579862673,GALAXY,19.50558,18.18803,17.51616,17.1104,16.83147,0.1123355,8.851962e-06
1237649920579862696,STAR,19.17674,18.05776,17.634,17.48923,17.45319,-0.0001293752,1.277894e-05
1237649920579993773,GALAXY,18.20344,16.30579,15.40049,14.96012,14.62381,0.06218039,1.300461e-05
1237649920580059260,STAR,17.49155,17.03336,16.94857,16.94137,16.98941,-0.0001298864,2.646568e-05
1237649920580124714,GALAXY,17.21988,15.98739,15.1426,14.69266,14.34947,0.07200383,1.006275e-05
1237649920580124781,GALAXY,18.69308,17.27126,16.6074,16.21123,15.98944,0.07366814,6.615455e-06
1237649920580124824,STAR,17.17374,15.98441,15.50069,15.30844,15.22611,-0.0003663526,9.692037e-06
1237649920580124926,STAR,19.45866,18.45459,18.03775,17.84426,17.79768,-0.0008951552,1.946417e-05
1237649920580190227,GALAXY,17.15747,15.81475,15.02063,14.57293,14.27195,0.03367898,9.737004e-06
1237649920580190392,STAR,19.12905,19.03666,19.2981,19.57882,19.83175,-7.918985e-07,4.247955e-05
1237649920580190463,GALAXY,19.57449,17.48155,16.44591,15.99465,15.62531,0.0933432,2.237432e-05
1237649920580190496,GALAXY,18.6465,17.45771,16.95017,16.673,16.52256,0.03359333,1.188256e-05
1237649920580190503,GALAXY,19.41981,18.09214,17.34655,16.96144,16.68176,0.1208147,1.902595e-05
1237649920580255774,GALAXY,18.00263,17.31255,17.27761,17.0754,17.07787,0.04474543,6.540404e-06
1237649920580255834,GALAXY,18.27652,17.17274,16.71221,16.38149,16.23866,0.06224227,8.600611e-06
1237649920580255838,GALAXY,18.90718,17.56776,17.04148,16.70454,16.62288,0.03429588,1.567854e-05
1237649920580321366,STAR,19.41158,18.44993,18.13545,18.00095,17.93342,-0.0002586411,1.240688e-05
1237649920580452463,STAR,17.44273,16.43352,16.10329,15.98074,15.94107,-0.0002503301,9.718789e-06
1237649920580518033,STAR,18.80046,17.90955,17.57508,17.45613,17.44521,-1.577587e-05,2.032095e-05
1237649920580518080,GALAXY,19.28189,17.54119,16.69177,16.29405,15.99705,0.04860526,1.883083e-05
1237649920580649042,GALAXY,18.26283,16.88983,16.11148,15.68895,15.41371,0.1154276,1.270149e-05
1237649920580780043,STAR,19.26137,17.71777,17.16057,16.94412,16.94478,-8.752247e-05,1.142799e-05
1237649920580780130,STAR,18.05962,17.1447,16.80486,16.66308,16.59943,3.944008e-06,1.356586e-05
1237649920580780209,STAR,19.24301,18.25927,18.01996,17.94409,17.90168,-0.0007086622,2.842973e-05
1237649920580845583,STAR,18.11712,16.52767,15.78585,15.46303,15.2701,0.0002220896,6.264472e-06
1237649920580845625,STAR,18.97367,17.57614,17.02244,16.7993,16.67013,-0.0001624067,1.000724e-05
1237649920580845645,STAR,19.04373,18.12988,17.76752,17.59809,17.57239,0.0002279118,1.493883e-05
1237649920580845694,QSO,19.56901,19.4504,19.38756,19.11198,19.17807,1.882276,0.0004396328
1237649920580911179,GALAXY,19.20642,18.16088,17.55205,17.23858,17.02229,0.028434,7.807964e-06
1237649920580976699,STAR,16.27201,14.96404,14.46145,14.19646,14.04984,-5.488464e-05,8.36763e-06
1237649920581042210,GALAXY,17.73832,16.52209,16.07065,15.72338,15.53806,0.02405226,5.986277e-05
1237649920581042240,STAR,18.80233,16.4929,15.51958,15.15947,14.93375,-0.0001716588,7.520106e-06
1237649920581042242,STAR,17.67806,16.48451,16.04793,15.86664,15.77571,0.0001211931,8.931216e-06
1237649920581042327,STAR,19.3196,17.82381,17.22209,16.9937,16.88056,-0.000124396,9.700148e-06
1237649920581107750,STAR,19.55138,17.96987,17.35629,17.11537,16.95123,-0.0003692849,9.060402e-06
1237649920581173251,STAR,18.38028,15.8967,14.82119,14.44683,14.23625,-7.639977e-05,8.614771e-06
1237649920581173284,STAR,19.02956,17.8772,17.38513,17.19282,17.09919,-0.0002832581,1.127935e-05
1237649920581173290,STAR,18.77859,17.31221,16.75298,16.57934,16.51972,1.909009e-05,9.340432e-06
1237649920581173301,STAR,18.94834,17.61701,17.04994,16.84738,16.7291,-0.000192141,9.288118e-06
1237649920581173380,GALAXY,18.26263,17.39164,17.07076,16.76428,16.61365,0.07063419,4.88306e-06
1237649920581173392,GALAXY,19.27619,17.66257,16.48803,15.97735,15.57941,0.158865,3.230487e-05
1237649920581238786,STAR,17.90767,16.39122,15.80234,15.54012,15.41658,0.0002669692,9.223024e-06
1237649920581238799,STAR,18.93725,17.99298,17.5912,17.41959,17.34657,0.0006103704,1.837481e-05
1237649920581238836,STAR,17.35934,15.6924,15.08672,14.87029,14.75851,-2.251223e-05,8.645976e-06
1237649920581238865,STAR,18.77497,17.81259,17.50154,17.3786,17.33437,-0.0005036501,1.461415e-05
1237649920581238883,GALAXY,19.25835,18.06004,17.50136,17.13588,16.91651,0.08346875,7.471337e-06
1237649920581304400,STAR,18.79244,17.32074,16.77853,16.60519,16.52652,-0.000120697,1.056689e-05
1237649920581304412,STAR,18.95762,17.54648,17.0003,16.82499,16.74745,8.924783e-05,9.605094e-06
1237649920581304430,GALAXY,19.53236,17.99265,17.11913,16.60332,16.24396,0.06302013,4.83137e-06
1237649920581369861,STAR,18.06152,17.06819,16.7339,16.6108,16.58506,-0.0006820194,1.178088e-05
1237649920581369866,STAR,18.352,16.8422,16.23882,16.03667,15.93029,9.388392e-05,9.526348e-06
1237649920581369922,STAR,17.48522,15.80968,15.13882,14.9132,14.79235,-0.0001521013,7.918215e-06
1237649920581435404,STAR,18.00374,16.66939,16.13647,15.95447,15.86793,0.00011977,1.033811e-05
1237649920581435506,GALAXY,18.95806,17.53626,16.80313,16.39077,16.0985,0.07096522,5.916839e-06
1237649920581500952,STAR,17.42399,15.93697,15.37529,15.19287,15.10893,-5.324726e-05,8.407239e-06
